"transaction","status","__dt"
"59799","complete","2021-02-21 00:00:00.000"
"59800","complete","2021-02-21 00:00:00.000"
"59702","complete","2021-02-21 00:00:00.000"
"60640","complete","2021-02-21 00:00:00.000"
"60639","complete","2021-02-21 00:00:00.000"
"47880","complete","2021-02-05 00:00:00.000"
"59888","complete","2021-02-21 00:00:00.000"
"60585","complete","2021-02-21 00:00:00.000"
"60187","complete","2021-02-21 00:00:00.000"
"59679","complete","2021-02-21 00:00:00.000"
"60383","complete","2021-02-21 00:00:00.000"
"47705","complete","2021-02-05 00:00:00.000"
"60525","complete","2021-02-21 00:00:00.000"
"59881","complete","2021-02-21 00:00:00.000"
"59869","complete","2021-02-21 00:00:00.000"
"47674","complete","2021-02-05 00:00:00.000"
"60395","complete","2021-02-21 00:00:00.000"
"59880","complete","2021-02-21 00:00:00.000"
"47854","complete","2021-02-05 00:00:00.000"
"67279","complete","2021-03-11 00:00:00.000"
"45648","complete","2021-02-02 00:00:00.000"
"45707","complete","2021-02-02 00:00:00.000"
"19919","complete","2021-01-08 00:00:00.000"
"54191","complete","2021-02-12 00:00:00.000"
"53946","complete","2021-02-12 00:00:00.000"
"53948","complete","2021-02-12 00:00:00.000"
"54639","complete","2021-02-12 00:00:00.000"
"54640","complete","2021-02-12 00:00:00.000"
"46068","complete","2021-02-02 00:00:00.000"
"54192","complete","2021-02-12 00:00:00.000"
"54193","complete","2021-02-12 00:00:00.000"
"54245","complete","2021-02-12 00:00:00.000"
"54118","complete","2021-02-12 00:00:00.000"
"54063","complete","2021-02-12 00:00:00.000"
"33899","complete","2021-01-22 00:00:00.000"
"46017","complete","2021-02-02 00:00:00.000"
"20179","complete","2021-01-08 00:00:00.000"
"45756","complete","2021-02-02 00:00:00.000"
"45557","complete","2021-02-02 00:00:00.000"
"45677","complete","2021-02-02 00:00:00.000"
"19839","complete","2021-01-08 00:00:00.000"
"54194","complete","2021-02-12 00:00:00.000"
"54456","complete","2021-02-12 00:00:00.000"
"45545","complete","2021-02-02 00:00:00.000"
"33239","complete","2021-01-21 00:00:00.000"
"45675","complete","2021-02-02 00:00:00.000"
"33777","complete","2021-01-22 00:00:00.000"
"45716","complete","2021-02-02 00:00:00.000"
"54631","complete","2021-02-12 00:00:00.000"
"45831","complete","2021-02-02 00:00:00.000"
"19846","complete","2021-01-08 00:00:00.000"
"54052","complete","2021-02-12 00:00:00.000"
"33827","complete","2021-01-22 00:00:00.000"
"20161","complete","2021-01-08 00:00:00.000"
"34131","complete","2021-01-22 00:00:00.000"
"45765","complete","2021-02-02 00:00:00.000"
"53908","complete","2021-02-12 00:00:00.000"
"54372","complete","2021-02-12 00:00:00.000"
"34044","complete","2021-01-22 00:00:00.000"
"54002","complete","2021-02-12 00:00:00.000"
"33778","complete","2021-01-22 00:00:00.000"
"54104","complete","2021-02-12 00:00:00.000"
"54325","complete","2021-02-12 00:00:00.000"
"33418","complete","2021-01-21 00:00:00.000"
"54340","complete","2021-02-12 00:00:00.000"
"33473","complete","2021-01-21 00:00:00.000"
"54001","complete","2021-02-12 00:00:00.000"
"45459","complete","2021-02-02 00:00:00.000"
"54396","complete","2021-02-12 00:00:00.000"
"34081","complete","2021-01-22 00:00:00.000"
"33985","complete","2021-01-22 00:00:00.000"
"53997","complete","2021-02-12 00:00:00.000"
"45657","complete","2021-02-02 00:00:00.000"
"45458","complete","2021-02-02 00:00:00.000"
"54339","complete","2021-02-12 00:00:00.000"
"54569","complete","2021-02-12 00:00:00.000"
"45679","complete","2021-02-02 00:00:00.000"
"54154","complete","2021-02-12 00:00:00.000"
"45622","complete","2021-02-02 00:00:00.000"
"54491","complete","2021-02-12 00:00:00.000"
"54611","complete","2021-02-12 00:00:00.000"
"20630","complete","2021-01-08 00:00:00.000"
"20236","complete","2021-01-08 00:00:00.000"
"45596","complete","2021-02-02 00:00:00.000"
"45364","complete","2021-02-02 00:00:00.000"
"34183","complete","2021-01-22 00:00:00.000"
"19934","complete","2021-01-08 00:00:00.000"
"45708","complete","2021-02-02 00:00:00.000"
"54005","complete","2021-02-12 00:00:00.000"
"19745","complete","2021-01-08 00:00:00.000"
"54454","complete","2021-02-12 00:00:00.000"
"54441","complete","2021-02-12 00:00:00.000"
"54328","complete","2021-02-12 00:00:00.000"
"45593","complete","2021-02-02 00:00:00.000"
"54610","complete","2021-02-12 00:00:00.000"
"45812","complete","2021-02-02 00:00:00.000"
"20640","complete","2021-01-08 00:00:00.000"
"54560","complete","2021-02-12 00:00:00.000"
"45695","complete","2021-02-02 00:00:00.000"
"19832","complete","2021-01-08 00:00:00.000"
"54078","complete","2021-02-12 00:00:00.000"
"54460","complete","2021-02-12 00:00:00.000"
"54228","complete","2021-02-12 00:00:00.000"
"54018","complete","2021-02-12 00:00:00.000"
"33780","complete","2021-01-22 00:00:00.000"
"45360","complete","2021-02-02 00:00:00.000"
"54312","complete","2021-02-12 00:00:00.000"
"54632","complete","2021-02-12 00:00:00.000"
"54633","complete","2021-02-12 00:00:00.000"
"54634","complete","2021-02-12 00:00:00.000"
"53984","complete","2021-02-12 00:00:00.000"
"54066","complete","2021-02-12 00:00:00.000"
"54067","complete","2021-02-12 00:00:00.000"
"54550","complete","2021-02-12 00:00:00.000"
"33620","complete","2021-01-21 00:00:00.000"
"53998","complete","2021-02-12 00:00:00.000"
"20629","complete","2021-01-08 00:00:00.000"
"54455","complete","2021-02-12 00:00:00.000"
"54165","complete","2021-02-12 00:00:00.000"
"19845","complete","2021-01-08 00:00:00.000"
"33850","complete","2021-01-22 00:00:00.000"
"54418","complete","2021-02-12 00:00:00.000"
"45368","complete","2021-02-02 00:00:00.000"
"54416","complete","2021-02-12 00:00:00.000"
"45582","complete","2021-02-02 00:00:00.000"
"64977","complete","2021-03-05 00:00:00.000"
"64750","complete","2021-03-05 00:00:00.000"
"34268","complete","2021-01-22 00:00:00.000"
"64990","complete","2021-03-05 00:00:00.000"
"65482","complete","2021-03-07 00:00:00.000"
"64130","complete","2021-03-02 00:00:00.000"
"65016","complete","2021-03-05 00:00:00.000"
"63917","complete","2021-03-02 00:00:00.000"
"64752","complete","2021-03-05 00:00:00.000"
"65508","complete","2021-03-07 00:00:00.000"
"63993","complete","2021-03-02 00:00:00.000"
"65525","complete","2021-03-07 00:00:00.000"
"63932","complete","2021-03-02 00:00:00.000"
"64903","complete","2021-03-05 00:00:00.000"
"34191","complete","2021-01-22 00:00:00.000"
"34267","complete","2021-01-22 00:00:00.000"
"65554","complete","2021-03-07 00:00:00.000"
"65555","complete","2021-03-07 00:00:00.000"
"65365","complete","2021-03-07 00:00:00.000"
"64962","complete","2021-03-05 00:00:00.000"
"65613","complete","2021-03-07 00:00:00.000"
"64754","complete","2021-03-05 00:00:00.000"
"64078","complete","2021-03-02 00:00:00.000"
"63937","complete","2021-03-02 00:00:00.000"
"64877","complete","2021-03-05 00:00:00.000"
"65570","complete","2021-03-07 00:00:00.000"
"34393","complete","2021-01-22 00:00:00.000"
"64881","complete","2021-03-05 00:00:00.000"
"64034","complete","2021-03-02 00:00:00.000"
"65561","complete","2021-03-07 00:00:00.000"
"64098","complete","2021-03-02 00:00:00.000"
"65527","complete","2021-03-07 00:00:00.000"
"64766","complete","2021-03-05 00:00:00.000"
"64111","complete","2021-03-02 00:00:00.000"
"65405","complete","2021-03-07 00:00:00.000"
"64117","complete","2021-03-02 00:00:00.000"
"64880","complete","2021-03-05 00:00:00.000"
"65603","complete","2021-03-07 00:00:00.000"
"65604","complete","2021-03-07 00:00:00.000"
"63982","complete","2021-03-02 00:00:00.000"
"65886","complete","2021-03-07 00:00:00.000"
"37304","complete","2021-01-25 00:00:00.000"
"65848","complete","2021-03-07 00:00:00.000"
"65955","complete","2021-03-07 00:00:00.000"
"64023","complete","2021-03-02 00:00:00.000"
"34277","complete","2021-01-22 00:00:00.000"
"65861","complete","2021-03-07 00:00:00.000"
"37525","complete","2021-01-25 00:00:00.000"
"65730","complete","2021-03-07 00:00:00.000"
"65922","complete","2021-03-07 00:00:00.000"
"66121","complete","2021-03-07 00:00:00.000"
"66031","complete","2021-03-07 00:00:00.000"
"66117","complete","2021-03-07 00:00:00.000"
"66106","complete","2021-03-07 00:00:00.000"
"64860","complete","2021-03-05 00:00:00.000"
"65917","complete","2021-03-07 00:00:00.000"
"65821","complete","2021-03-07 00:00:00.000"
"65896","complete","2021-03-07 00:00:00.000"
"65761","complete","2021-03-07 00:00:00.000"
"65701","complete","2021-03-07 00:00:00.000"
"37275","complete","2021-01-25 00:00:00.000"
"37625","complete","2021-01-25 00:00:00.000"
"66177","complete","2021-03-07 00:00:00.000"
"64863","complete","2021-03-05 00:00:00.000"
"37165","complete","2021-01-25 00:00:00.000"
"37166","complete","2021-01-25 00:00:00.000"
"65993","complete","2021-03-07 00:00:00.000"
"65736","complete","2021-03-07 00:00:00.000"
"66085","complete","2021-03-07 00:00:00.000"
"66187","complete","2021-03-07 00:00:00.000"
"65767","complete","2021-03-07 00:00:00.000"
"37555","complete","2021-01-25 00:00:00.000"
"65738","complete","2021-03-07 00:00:00.000"
"65619","complete","2021-03-07 00:00:00.000"
"64139","complete","2021-03-02 00:00:00.000"
"66041","complete","2021-03-07 00:00:00.000"
"66158","complete","2021-03-07 00:00:00.000"
"64902","complete","2021-03-05 00:00:00.000"
"64736","complete","2021-03-05 00:00:00.000"
"65833","complete","2021-03-07 00:00:00.000"
"65011","complete","2021-03-05 00:00:00.000"
"66170","complete","2021-03-07 00:00:00.000"
"37445","complete","2021-01-25 00:00:00.000"
"65625","complete","2021-03-07 00:00:00.000"
"65417","complete","2021-03-07 00:00:00.000"
"65796","complete","2021-03-07 00:00:00.000"
"37553","complete","2021-01-25 00:00:00.000"
"65740","complete","2021-03-07 00:00:00.000"
"66116","complete","2021-03-07 00:00:00.000"
"65779","complete","2021-03-07 00:00:00.000"
"37502","complete","2021-01-25 00:00:00.000"
"66039","complete","2021-03-07 00:00:00.000"
"65874","complete","2021-03-07 00:00:00.000"
"65890","complete","2021-03-07 00:00:00.000"
"63985","complete","2021-03-02 00:00:00.000"
"66144","complete","2021-03-07 00:00:00.000"
"65868","complete","2021-03-07 00:00:00.000"
"66178","complete","2021-03-07 00:00:00.000"
"65609","complete","2021-03-07 00:00:00.000"
"65907","complete","2021-03-07 00:00:00.000"
"66154","complete","2021-03-07 00:00:00.000"
"64969","complete","2021-03-05 00:00:00.000"
"65983","complete","2021-03-07 00:00:00.000"
"65573","complete","2021-03-07 00:00:00.000"
"66166","complete","2021-03-07 00:00:00.000"
"65700","complete","2021-03-07 00:00:00.000"
"37554","complete","2021-01-25 00:00:00.000"
"66185","complete","2021-03-07 00:00:00.000"
"65739","complete","2021-03-07 00:00:00.000"
"64124","complete","2021-03-02 00:00:00.000"
"65655","complete","2021-03-07 00:00:00.000"
"37719","complete","2021-01-25 00:00:00.000"
"37682","complete","2021-01-25 00:00:00.000"
"66169","complete","2021-03-07 00:00:00.000"
"66167","complete","2021-03-07 00:00:00.000"
"65808","complete","2021-03-07 00:00:00.000"
"65741","complete","2021-03-07 00:00:00.000"
"37241","complete","2021-01-25 00:00:00.000"
"65989","complete","2021-03-07 00:00:00.000"
"66011","complete","2021-03-07 00:00:00.000"
"66030","complete","2021-03-07 00:00:00.000"
"64125","complete","2021-03-02 00:00:00.000"
"65742","complete","2021-03-07 00:00:00.000"
"65862","complete","2021-03-07 00:00:00.000"
"65865","complete","2021-03-07 00:00:00.000"
"65864","complete","2021-03-07 00:00:00.000"
"65653","complete","2021-03-07 00:00:00.000"
"66088","complete","2021-03-07 00:00:00.000"
"66089","complete","2021-03-07 00:00:00.000"
"66007","complete","2021-03-07 00:00:00.000"
"65656","complete","2021-03-07 00:00:00.000"
"65707","complete","2021-03-07 00:00:00.000"
"34311","complete","2021-01-22 00:00:00.000"
"65831","complete","2021-03-07 00:00:00.000"
"37420","complete","2021-01-25 00:00:00.000"
"64751","complete","2021-03-05 00:00:00.000"
"34310","complete","2021-01-22 00:00:00.000"
"64119","complete","2021-03-02 00:00:00.000"
"64007","complete","2021-03-02 00:00:00.000"
"64008","complete","2021-03-02 00:00:00.000"
"64032","complete","2021-03-02 00:00:00.000"
"66128","complete","2021-03-07 00:00:00.000"
"66034","complete","2021-03-07 00:00:00.000"
"65464","complete","2021-03-07 00:00:00.000"
"37541","complete","2021-01-25 00:00:00.000"
"65902","complete","2021-03-07 00:00:00.000"
"65992","complete","2021-03-07 00:00:00.000"
"66196","complete","2021-03-07 00:00:00.000"
"37862","complete","2021-01-25 00:00:00.000"
"37411","complete","2021-01-25 00:00:00.000"
"66061","complete","2021-03-07 00:00:00.000"
"66063","complete","2021-03-07 00:00:00.000"
"65913","complete","2021-03-07 00:00:00.000"
"64741","complete","2021-03-05 00:00:00.000"
"65854","complete","2021-03-07 00:00:00.000"
"66145","complete","2021-03-07 00:00:00.000"
"64123","complete","2021-03-02 00:00:00.000"
"65852","complete","2021-03-07 00:00:00.000"
"65727","complete","2021-03-07 00:00:00.000"
"65867","complete","2021-03-07 00:00:00.000"
"66013","complete","2021-03-07 00:00:00.000"
"66108","complete","2021-03-07 00:00:00.000"
"65630","complete","2021-03-07 00:00:00.000"
"65616","complete","2021-03-07 00:00:00.000"
"66146","complete","2021-03-07 00:00:00.000"
"64957","complete","2021-03-05 00:00:00.000"
"57750","complete","2021-02-16 00:00:00.000"
"64767","complete","2021-03-05 00:00:00.000"
"66420","complete","2021-03-08 00:00:00.000"
"66345","complete","2021-03-08 00:00:00.000"
"66226","complete","2021-03-07 00:00:00.000"
"64753","complete","2021-03-05 00:00:00.000"
"66232","complete","2021-03-07 00:00:00.000"
"66589","complete","2021-03-08 00:00:00.000"
"66316","complete","2021-03-08 00:00:00.000"
"57751","complete","2021-02-16 00:00:00.000"
"57556","complete","2021-02-16 00:00:00.000"
"65458","complete","2021-03-07 00:00:00.000"
"29954","complete","2021-01-17 00:00:00.000"
"57685","complete","2021-02-16 00:00:00.000"
"65800","complete","2021-03-07 00:00:00.000"
"66231","complete","2021-03-07 00:00:00.000"
"65663","complete","2021-03-07 00:00:00.000"
"65664","complete","2021-03-07 00:00:00.000"
"65629","complete","2021-03-07 00:00:00.000"
"66276","complete","2021-03-08 00:00:00.000"
"66462","complete","2021-03-08 00:00:00.000"
"27432","complete","2021-01-13 00:00:00.000"
"64140","complete","2021-03-02 00:00:00.000"
"66430","complete","2021-03-08 00:00:00.000"
"65545","complete","2021-03-07 00:00:00.000"
"30580","complete","2021-01-17 00:00:00.000"
"64782","complete","2021-03-05 00:00:00.000"
"65611","complete","2021-03-07 00:00:00.000"
"65409","complete","2021-03-07 00:00:00.000"
"66419","complete","2021-03-08 00:00:00.000"
"64113","complete","2021-03-02 00:00:00.000"
"63991","complete","2021-03-02 00:00:00.000"
"64820","complete","2021-03-05 00:00:00.000"
"65398","complete","2021-03-07 00:00:00.000"
"66603","complete","2021-03-08 00:00:00.000"
"30787","complete","2021-01-17 00:00:00.000"
"27288","complete","2021-01-13 00:00:00.000"
"64031","complete","2021-03-02 00:00:00.000"
"65522","complete","2021-03-07 00:00:00.000"
"63983","complete","2021-03-02 00:00:00.000"
"63984","complete","2021-03-02 00:00:00.000"
"27687","complete","2021-01-13 00:00:00.000"
"66250","complete","2021-03-08 00:00:00.000"
"66312","complete","2021-03-08 00:00:00.000"
"66531","complete","2021-03-08 00:00:00.000"
"66532","complete","2021-03-08 00:00:00.000"
"64799","complete","2021-03-05 00:00:00.000"
"30409","complete","2021-01-17 00:00:00.000"
"30845","complete","2021-01-17 00:00:00.000"
"30559","complete","2021-01-17 00:00:00.000"
"29882","complete","2021-01-17 00:00:00.000"
"27670","complete","2021-01-13 00:00:00.000"
"65392","complete","2021-03-07 00:00:00.000"
"29870","complete","2021-01-17 00:00:00.000"
"66602","complete","2021-03-08 00:00:00.000"
"30080","complete","2021-01-17 00:00:00.000"
"30558","complete","2021-01-17 00:00:00.000"
"27423","complete","2021-01-13 00:00:00.000"
"66514","complete","2021-03-08 00:00:00.000"
"30675","complete","2021-01-17 00:00:00.000"
"27431","complete","2021-01-13 00:00:00.000"
"66400","complete","2021-03-08 00:00:00.000"
"30149","complete","2021-01-17 00:00:00.000"
"64796","complete","2021-03-05 00:00:00.000"
"30047","complete","2021-01-17 00:00:00.000"
"66533","complete","2021-03-08 00:00:00.000"
"66466","complete","2021-03-08 00:00:00.000"
"38021","complete","2021-01-25 00:00:00.000"
"30410","complete","2021-01-17 00:00:00.000"
"64033","complete","2021-03-02 00:00:00.000"
"64005","complete","2021-03-02 00:00:00.000"
"66268","complete","2021-03-08 00:00:00.000"
"66227","complete","2021-03-07 00:00:00.000"
"34217","complete","2021-01-22 00:00:00.000"
"66530","complete","2021-03-08 00:00:00.000"
"65444","complete","2021-03-07 00:00:00.000"
"64004","complete","2021-03-02 00:00:00.000"
"64910","complete","2021-03-05 00:00:00.000"
"66591","complete","2021-03-08 00:00:00.000"
"38025","complete","2021-01-25 00:00:00.000"
"64821","complete","2021-03-05 00:00:00.000"
"64826","complete","2021-03-05 00:00:00.000"
"63953","complete","2021-03-02 00:00:00.000"
"34283","complete","2021-01-22 00:00:00.000"
"37898","complete","2021-01-25 00:00:00.000"
"65544","complete","2021-03-07 00:00:00.000"
"64780","complete","2021-03-05 00:00:00.000"
"57760","complete","2021-02-16 00:00:00.000"
"64963","complete","2021-03-05 00:00:00.000"
"27675","complete","2021-01-13 00:00:00.000"
"30793","complete","2021-01-17 00:00:00.000"
"66418","complete","2021-03-08 00:00:00.000"
"57468","complete","2021-02-16 00:00:00.000"
"30284","complete","2021-01-17 00:00:00.000"
"29854","complete","2021-01-17 00:00:00.000"
"66624","complete","2021-03-08 00:00:00.000"
"30506","complete","2021-01-17 00:00:00.000"
"57725","complete","2021-02-16 00:00:00.000"
"30913","complete","2021-01-17 00:00:00.000"
"57684","complete","2021-02-16 00:00:00.000"
"66229","complete","2021-03-07 00:00:00.000"
"66326","complete","2021-03-08 00:00:00.000"
"57572","complete","2021-02-16 00:00:00.000"
"30310","complete","2021-01-17 00:00:00.000"
"38022","complete","2021-01-25 00:00:00.000"
"66515","complete","2021-03-08 00:00:00.000"
"30374","complete","2021-01-17 00:00:00.000"
"66219","complete","2021-03-07 00:00:00.000"
"30305","complete","2021-01-17 00:00:00.000"
"66574","complete","2021-03-08 00:00:00.000"
"57661","complete","2021-02-16 00:00:00.000"
"57674","complete","2021-02-16 00:00:00.000"
"57676","complete","2021-02-16 00:00:00.000"
"66427","complete","2021-03-08 00:00:00.000"
"66474","complete","2021-03-08 00:00:00.000"
"63897","complete","2021-03-02 00:00:00.000"
"57700","complete","2021-02-16 00:00:00.000"
"57752","complete","2021-02-16 00:00:00.000"
"38024","complete","2021-01-25 00:00:00.000"
"65003","complete","2021-03-05 00:00:00.000"
"38023","complete","2021-01-25 00:00:00.000"
"66526","complete","2021-03-08 00:00:00.000"
"30375","complete","2021-01-17 00:00:00.000"
"30694","complete","2021-01-17 00:00:00.000"
"57727","complete","2021-02-16 00:00:00.000"
"27600","complete","2021-01-13 00:00:00.000"
"57008","complete","2021-02-15 00:00:00.000"
"57009","complete","2021-02-15 00:00:00.000"
"64147","complete","2021-03-03 00:00:00.000"
"37986","complete","2021-01-25 00:00:00.000"
"64146","complete","2021-03-03 00:00:00.000"
"30158","complete","2021-01-17 00:00:00.000"
"57327","complete","2021-02-15 00:00:00.000"
"66614","complete","2021-03-08 00:00:00.000"
"30712","complete","2021-01-17 00:00:00.000"
"57348","complete","2021-02-15 00:00:00.000"
"66279","complete","2021-03-08 00:00:00.000"
"58627","complete","2021-02-18 00:00:00.000"
"66299","complete","2021-03-08 00:00:00.000"
"64345","complete","2021-03-03 00:00:00.000"
"63940","complete","2021-03-02 00:00:00.000"
"64035","complete","2021-03-02 00:00:00.000"
"57084","complete","2021-02-15 00:00:00.000"
"56929","complete","2021-02-15 00:00:00.000"
"57588","complete","2021-02-16 00:00:00.000"
"64310","complete","2021-03-03 00:00:00.000"
"58621","complete","2021-02-18 00:00:00.000"
"64266","complete","2021-03-03 00:00:00.000"
"64371","complete","2021-03-03 00:00:00.000"
"30577","complete","2021-01-17 00:00:00.000"
"66260","complete","2021-03-08 00:00:00.000"
"56764","complete","2021-02-15 00:00:00.000"
"57599","complete","2021-02-16 00:00:00.000"
"66287","complete","2021-03-08 00:00:00.000"
"57252","complete","2021-02-15 00:00:00.000"
"57904","complete","2021-02-16 00:00:00.000"
"58613","complete","2021-02-18 00:00:00.000"
"64426","complete","2021-03-03 00:00:00.000"
"66527","complete","2021-03-08 00:00:00.000"
"57922","complete","2021-02-16 00:00:00.000"
"57780","complete","2021-02-16 00:00:00.000"
"58612","complete","2021-02-18 00:00:00.000"
"57085","complete","2021-02-15 00:00:00.000"
"57024","complete","2021-02-15 00:00:00.000"
"64377","complete","2021-03-03 00:00:00.000"
"64423","complete","2021-03-03 00:00:00.000"
"64478","complete","2021-03-03 00:00:00.000"
"64354","complete","2021-03-03 00:00:00.000"
"30839","complete","2021-01-17 00:00:00.000"
"64302","complete","2021-03-03 00:00:00.000"
"57603","complete","2021-02-16 00:00:00.000"
"64461","complete","2021-03-03 00:00:00.000"
"58615","complete","2021-02-18 00:00:00.000"
"58616","complete","2021-02-18 00:00:00.000"
"64358","complete","2021-03-03 00:00:00.000"
"58618","complete","2021-02-18 00:00:00.000"
"58629","complete","2021-02-18 00:00:00.000"
"64395","complete","2021-03-03 00:00:00.000"
"57108","complete","2021-02-15 00:00:00.000"
"56802","complete","2021-02-15 00:00:00.000"
"64411","complete","2021-03-03 00:00:00.000"
"58611","complete","2021-02-18 00:00:00.000"
"64230","complete","2021-03-03 00:00:00.000"
"57030","complete","2021-02-15 00:00:00.000"
"64422","complete","2021-03-03 00:00:00.000"
"57117","complete","2021-02-15 00:00:00.000"
"57330","complete","2021-02-15 00:00:00.000"
"57332","complete","2021-02-15 00:00:00.000"
"58620","complete","2021-02-18 00:00:00.000"
"63900","complete","2021-03-02 00:00:00.000"
"58614","complete","2021-02-18 00:00:00.000"
"64324","complete","2021-03-03 00:00:00.000"
"57801","complete","2021-02-16 00:00:00.000"
"64420","complete","2021-03-03 00:00:00.000"
"57895","complete","2021-02-16 00:00:00.000"
"57250","complete","2021-02-15 00:00:00.000"
"57345","complete","2021-02-15 00:00:00.000"
"57304","complete","2021-02-15 00:00:00.000"
"64390","complete","2021-03-03 00:00:00.000"
"58628","complete","2021-02-18 00:00:00.000"
"64227","complete","2021-03-03 00:00:00.000"
"58624","complete","2021-02-18 00:00:00.000"
"64357","complete","2021-03-03 00:00:00.000"
"57837","complete","2021-02-16 00:00:00.000"
"64148","complete","2021-03-03 00:00:00.000"
"64228","complete","2021-03-03 00:00:00.000"
"57140","complete","2021-02-15 00:00:00.000"
"58630","complete","2021-02-18 00:00:00.000"
"58631","complete","2021-02-18 00:00:00.000"
"64154","complete","2021-03-03 00:00:00.000"
"57891","complete","2021-02-16 00:00:00.000"
"64161","complete","2021-03-03 00:00:00.000"
"57400","complete","2021-02-15 00:00:00.000"
"56961","complete","2021-02-15 00:00:00.000"
"57033","complete","2021-02-15 00:00:00.000"
"57326","complete","2021-02-15 00:00:00.000"
"56982","complete","2021-02-15 00:00:00.000"
"64400","complete","2021-03-03 00:00:00.000"
"58625","complete","2021-02-18 00:00:00.000"
"57984","complete","2021-02-16 00:00:00.000"
"64269","complete","2021-03-03 00:00:00.000"
"64179","complete","2021-03-03 00:00:00.000"
"58632","complete","2021-02-18 00:00:00.000"
"58622","complete","2021-02-18 00:00:00.000"
"58619","complete","2021-02-18 00:00:00.000"
"57207","complete","2021-02-15 00:00:00.000"
"58617","complete","2021-02-18 00:00:00.000"
"57198","complete","2021-02-15 00:00:00.000"
"64288","complete","2021-03-03 00:00:00.000"
"58623","complete","2021-02-18 00:00:00.000"
"64197","complete","2021-03-03 00:00:00.000"
"64292","complete","2021-03-03 00:00:00.000"
"64296","complete","2021-03-03 00:00:00.000"
"64168","complete","2021-03-03 00:00:00.000"
"64454","complete","2021-03-03 00:00:00.000"
"56983","complete","2021-02-15 00:00:00.000"
"64238","complete","2021-03-03 00:00:00.000"
"64355","complete","2021-03-03 00:00:00.000"
"64356","complete","2021-03-03 00:00:00.000"
"58626","complete","2021-02-18 00:00:00.000"
"57282","complete","2021-02-15 00:00:00.000"
"57141","complete","2021-02-15 00:00:00.000"
"64155","complete","2021-03-03 00:00:00.000"
"57886","complete","2021-02-16 00:00:00.000"
"56935","complete","2021-02-15 00:00:00.000"
"57155","complete","2021-02-15 00:00:00.000"
"57869","complete","2021-02-16 00:00:00.000"
"63774","complete","2021-03-01 00:00:00.000"
"42752","complete","2021-01-31 00:00:00.000"
"44145","complete","2021-01-31 00:00:00.000"
"63650","complete","2021-03-01 00:00:00.000"
"63704","complete","2021-03-01 00:00:00.000"
"58635","complete","2021-02-18 00:00:00.000"
"44122","complete","2021-01-31 00:00:00.000"
"63757","complete","2021-03-01 00:00:00.000"
"43821","complete","2021-01-31 00:00:00.000"
"44160","complete","2021-01-31 00:00:00.000"
"63765","complete","2021-03-01 00:00:00.000"
"43436","complete","2021-01-31 00:00:00.000"
"63710","complete","2021-03-01 00:00:00.000"
"43182","complete","2021-01-31 00:00:00.000"
"63597","complete","2021-03-01 00:00:00.000"
"43388","complete","2021-01-31 00:00:00.000"
"43738","complete","2021-01-31 00:00:00.000"
"63755","complete","2021-03-01 00:00:00.000"
"43664","complete","2021-01-31 00:00:00.000"
"63659","complete","2021-03-01 00:00:00.000"
"63659","complete","2021-03-01 00:00:00.000"
"63589","complete","2021-03-01 00:00:00.000"
"42792","complete","2021-01-31 00:00:00.000"
"63738","complete","2021-03-01 00:00:00.000"
"43651","complete","2021-01-31 00:00:00.000"
"42748","complete","2021-01-31 00:00:00.000"
"63591","complete","2021-03-01 00:00:00.000"
"44000","complete","2021-01-31 00:00:00.000"
"63611","complete","2021-03-01 00:00:00.000"
"58636","complete","2021-02-18 00:00:00.000"
"43644","complete","2021-01-31 00:00:00.000"
"44141","complete","2021-01-31 00:00:00.000"
"63768","complete","2021-03-01 00:00:00.000"
"63575","complete","2021-03-01 00:00:00.000"
"63644","complete","2021-03-01 00:00:00.000"
"43215","complete","2021-01-31 00:00:00.000"
"63616","complete","2021-03-01 00:00:00.000"
"43751","complete","2021-01-31 00:00:00.000"
"43385","complete","2021-01-31 00:00:00.000"
"43386","complete","2021-01-31 00:00:00.000"
"44121","complete","2021-01-31 00:00:00.000"
"63749","complete","2021-03-01 00:00:00.000"
"42707","complete","2021-01-31 00:00:00.000"
"42782","complete","2021-01-31 00:00:00.000"
"42799","complete","2021-01-31 00:00:00.000"
"63615","complete","2021-03-01 00:00:00.000"
"42737","complete","2021-01-31 00:00:00.000"
"63635","complete","2021-03-01 00:00:00.000"
"44123","complete","2021-01-31 00:00:00.000"
"43436","complete","2021-01-31 00:00:00.000"
"63637","complete","2021-03-01 00:00:00.000"
"63753","complete","2021-03-01 00:00:00.000"
"63609","complete","2021-03-01 00:00:00.000"
"44181","complete","2021-01-31 00:00:00.000"
"44057","complete","2021-01-31 00:00:00.000"
"58633","complete","2021-02-18 00:00:00.000"
"43739","complete","2021-01-31 00:00:00.000"
"43170","complete","2021-01-31 00:00:00.000"
"43171","complete","2021-01-31 00:00:00.000"
"43918","complete","2021-01-31 00:00:00.000"
"63736","complete","2021-03-01 00:00:00.000"
"43038","complete","2021-01-31 00:00:00.000"
"42939","complete","2021-01-31 00:00:00.000"
"63737","complete","2021-03-01 00:00:00.000"
"63773","complete","2021-03-01 00:00:00.000"
"63108","complete","2021-02-28 00:00:00.000"
"43260","complete","2021-01-31 00:00:00.000"
"43261","complete","2021-01-31 00:00:00.000"
"47196","complete","2021-02-04 00:00:00.000"
"63867","complete","2021-03-01 00:00:00.000"
