"id","terminal_id","tokens","cash","created_at","signature","__dt"
"64536","10","2.0","2.00","1614832709","70381ea40c8b2917b5e9b6a6472cf3b141cf8f88a2a1c79417089d4c48704777","2021-03-04 00:00:00.000"
"64533","10","10.0","10.00","1614832493","e58f9640b7e084eca17f284c994d38ddee2abb439f53fb1ea7bf5a4b84fbf40f","2021-03-04 00:00:00.000"
"24833","5","5.0","5.00","1610292806","c2566ec234675237a83d34da86e7019efa3de83a74c66af660f8e8a751530bbf","2021-01-10 00:00:00.000"
"64035","19","25.0","25.00","1614679982","c0e6db2592698c2f5d92b1d6bcf8dce75c52cd0f0262bccd30dc360c8e573190","2021-03-02 00:00:00.000"
"24513","9","20.0","20.00","1610283867","05f50a99a8a1bc8138a63432e933b8525166d4d7584562f29967a08ffb6b2666","2021-01-10 00:00:00.000"
"63665","18","14.0","14.00","1614579317","972bd57e29e62f296d0d9d85ae2b039cdcd5c934a7d712a6d7c9f08d86158fd0","2021-03-01 00:00:00.000"
"45582","18","10.0","10.00","1612240863","edcef885e3cf351a4b3476092487e193801c8e290e814c7cd0c83128cf23505b","2021-02-02 00:00:00.000"
"64703","19","6.0","6.00","1614863939","b38e2b4a3fc02184affef179a44dc3d529fc869e5aabac6a7b36279a3ca7488a","2021-03-04 00:00:00.000"
"64629","3","20.0","20.00","1614852402","89f796e94986e43a552e74edeafce0cd547babd6c67e4692279891ed837254db","2021-03-04 00:00:00.000"
"64524","14","18.0","18.00","1614829841","82d6b893a098b220ae163812511f5c2ef243a6358bbf380ebb498760ac561fdc","2021-03-04 00:00:00.000"
"64592","11","20.0","20.00","1614844940","9181577ab1e16740209fe7756e68fb025fad380c51e1148d58afbd087ff62b8a","2021-03-04 00:00:00.000"
"58652","9","10.0","10.00","1613732351","dfb8e164180a6b1c02dc0f5f98e5eee967bc69134cda616c7524a3536156e38a","2021-02-19 00:00:00.000"
"64716","12","11.0","11.00","1614870384","4efe0c9f9e51ed926cbe852deff26d6b59900c2aed598a6c3a08dfcbc71ca44d","2021-03-04 00:00:00.000"
"64676","3","1.0","1.00","1614861434","7d56aff4ce074e33f6c43320336255226c51b6da1f9f06558be3b7193537d157","2021-03-04 00:00:00.000"
"23118","13","6.0","6.00","1610251982","81016a859390dc6ed02b149c8b5b7d2c9b6968d7d8cb213586883cf86cf2aeef","2021-01-10 00:00:00.000"
"45648","7","6.0","6.00","1612246021","f75b1bc0f055d5fb5d1666d134e07cd739b60c03ca3a7400c415a05604e82850","2021-02-02 00:00:00.000"
"54900","11","20.0","20.00","1613186847","97aa0bb0165f1e6c33a5ebecd677a04de5a59a6a603bf7dbf0cbc7e25d5805bb","2021-02-13 00:00:00.000"
"63793","3","5.0","5.00","1614594875","7c858cbc3ca8780faff7d6b30d2d4a39540ea5c53165e93860b1e4ae1a6bd0d8","2021-03-01 00:00:00.000"
"64902","2","10.0","10.00","1614935916","44fb78b32cef2ffcb8ebb36a5aec5f102320f819eb2c4f76639dfb529d2e5ae4","2021-03-05 00:00:00.000"
"63991","19","20.0","20.00","1614671527","f73589070ebe8fafddc86e339eb7ad5ad63bea56544c50a498f52d01628882fe","2021-03-02 00:00:00.000"
"33418","3","8.0","8.00","1611212425","4e9822327c32858ef0d91de92b0a60537f9667e05f1aff73f34df0996d294c15","2021-01-21 00:00:00.000"
"24873","9","20.0","20.00","1610296665","146873216eac9ebd7155b0be88f56b2929c20df2a3ff8666a0b6ab1d87ee187a","2021-01-10 00:00:00.000"
"58645","12","10.0","10.00","1613715308","918a93092519362ba3ce0aefe6ea66158c9be65476dbf487a093974d6351f479","2021-02-19 00:00:00.000"
"63704","19","6.0","6.00","1614581943","76f670ec12fb1602d94623e3bfaa93c1c88c8da5191cb24a19e37437461147e1","2021-03-01 00:00:00.000"
"45458","18","6.0","6.00","1612235272","edb746656d21cf0e013bece39b8ba29dcd098e5feb11c207bdbec57b87bde709","2021-02-02 00:00:00.000"
"64638","7","6.0","6.00","1614853331","bdd9eb32c6707a84368597a38aa4febbc3b6b732189fa6aa85ef2b24a5fe12eb","2021-03-04 00:00:00.000"
"63792","3","8.0","8.00","1614594838","0233cb4e6c4cc19da0d71076ff3d0e76d256eda1cfef8ec03b263df5420acd20","2021-03-01 00:00:00.000"
"64720","12","5.0","5.00","1614874666","5772db201d31ed7478d987432465ef1b1727e86bd4a21f0f8d454b9f8873a7da","2021-03-04 00:00:00.000"
"45360","5","10.0","10.00","1612229462","30fa63b5ce2d41108bbee34c7cb4067cbc1293ca44f41c49ac871cdc5e78d992","2021-02-02 00:00:00.000"
"63650","15","9.0","9.00","1614575397","f5dccfdb933d2f03a4ee5915ceaf9466a1376703b8a43631369e0f528a3f932f","2021-03-01 00:00:00.000"
"63609","2","6.0","6.00","1614567332","a32547cf20d544963f848d20dc98d393702b3b3ab71279d226393aeacaf18b1a","2021-03-01 00:00:00.000"
"24162","10","20.0","20.00","1610274392","5d4878217312354848cb3f694124c3941ef1a6a3b331a687f5a24f33265730c3","2021-01-10 00:00:00.000"
"63749","15","6.0","6.00","1614588302","cdd6d3cb955540739c49e4325afbe51483c069aa687379887e822024fc6a5c79","2021-03-01 00:00:00.000"
"64511","7","20.0","20.00","1614825407","ab9a8f4fe2a5fed9e3acd47991abdf365e5a2a5c961519198fab7de543bf5922","2021-03-04 00:00:00.000"
"33620","16","15.0","15.00","1611221932","c55ebd5502ea77955c9edeace0fd67545d01359763c1475ac33cb8bb6d047b56","2021-01-21 00:00:00.000"
"45675","3","12.0","12.00","1612248355","37a1272ac0831ae872957631352aaa3bed2e46c3ec340c884d75ec96d7a19299","2021-02-02 00:00:00.000"
"63579","3","12.0","12.00","1614557544","b5e7c6c29ccd82d4ed95846220be65f178b6a6510fa2f579fc19b6001354836b","2021-03-01 00:00:00.000"
"63710","3","15.0","15.00","1614582253","e79b5d59c44825ba782f12641faf4e05203a72137f472cd90d7091fba52c65a1","2021-03-01 00:00:00.000"
"58639","3","2.0","2.00","1613701462","791a5c66d8b5fd5e4607c37f19ffd774a3ed16a82984cb689d18ecb423320948","2021-02-19 00:00:00.000"
"64125","5","16.0","16.00","1614696390","519703438f4577f64d8682fa351e9e6c31e66e1c4b5c86fe205c195f33b4c788","2021-03-02 00:00:00.000"
"63603","2","7.0","7.00","1614565994","179e831df58ba72bc225ef210b2d8a2605db60fb6b168e0b14c6708d7293ec07","2021-03-01 00:00:00.000"
"31439","2","1.0","1.00","1610957430","311132799a76c4c5c7724b8175ef63cf2451fd9c73f8a197027b745503afff72","2021-01-18 00:00:00.000"
"24537","10","2.0","2.00","1610284332","784775ee245365309e7a3bea12680954c1d5b161796137769de82e76e5aac1db","2021-01-10 00:00:00.000"
"31847","2","50.0","50.00","1611027290","cf137a6f21e74b37cdb1e4f9703c20b349ce0e7c7e96f1c935fa5354222560bd","2021-01-19 00:00:00.000"
"64581","7","5.0","5.00","1614841627","2668f8aa20e862e9cc9685244acf2cde1b1ebf3d943eff6a96d3c148ec50cf30","2021-03-04 00:00:00.000"
"64962","10","12.0","12.00","1614948533","a12c4f132a9c84fd1e2475175a334c357b1ca27674086d62f0fea8950a7b7efe","2021-03-05 00:00:00.000"
"24536","16","19.0","19.00","1610284303","f151ab3dbfe8661b868d74733903efaa27079924b9e29bc963200b86c6f01cd6","2021-01-10 00:00:00.000"
"64580","7","1.0","1.00","1614841618","a7af3168d369eaf9a0f8171a4a603a562b7ef49f3b71cdc0903cf16468e823dd","2021-03-04 00:00:00.000"
"54941","4","12.0","12.00","1613188388","50bb1fc574608486db6312f8ba5b9bed20c3f079a3fd623e8452edce0ae7aff0","2021-02-13 00:00:00.000"
"54917","11","20.0","20.00","1613187360","4a8795a5c7d481a90f0066cc47bcdbd88ae42a55396fd73c6fa0b1384b9dad20","2021-02-13 00:00:00.000"
"23143","15","20.0","20.00","1610252222","a6c3e519bff152e1f62c7999b15ab8c355268394560fdbffd14bd95ae5b24579","2021-01-10 00:00:00.000"
"63880","10","20.0","20.00","1614639021","f3531145db03d7d087811ced599402d55f78bb8ee0ed1a2d5a1add2a2933fe4c","2021-03-01 00:00:00.000"
"24870","9","20.0","20.00","1610296589","fed4af5c753074dfab8b627f11fe3b1cec04136cdfd7ad2f675067e57339c4ff","2021-01-10 00:00:00.000"
"64123","2","30.0","30.00","1614695641","0d0d18bc2156385480eef800800423e3d32f915eaa21f19d9e1f3a481d192736","2021-03-02 00:00:00.000"
"45677","19","4.0","4.00","1612248670","c781c7069396c5b91543ec6f5fa6e2820fbd3fbf9d274d7824d40e4e31483a69","2021-02-02 00:00:00.000"
"64750","16","1.0","1.00","1614911684","228ea24bad65270b72f8bc1f967670eb93381261c8f8845d2c9ead524d45c708","2021-03-05 00:00:00.000"
"31802","15","12.0","12.00","1611025918","98300bcc17fbd005cb463a5b281b2bde1f975660990731f6ca37ac771cfc2f8a","2021-01-19 00:00:00.000"
"63940","14","10.0","10.00","1614659420","394a4e0bbea4d3de17bd0b583804272e7441d8d33b50ab9512f03e9074f7aaea","2021-03-02 00:00:00.000"
"63736","15","18.0","18.00","1614586423","fe71585d18e657a9e56281fbf74f98d6b6f1c60f100d6e22f2f95df0afd91cd2","2021-03-01 00:00:00.000"
"63602","2","20.0","20.00","1614565891","86d1586cb0fc21a7032be2806617b5e26b052c0c440b7f47934af09c6c51f790","2021-03-01 00:00:00.000"
"63768","2","1.0","1.00","1614592911","6fd607a0422bd433d047b882387cd7745ac67ba0cec1399485085b7ed0c2e580","2021-03-01 00:00:00.000"
"64111","16","4.0","4.00","1614691610","db514e1ab95f980f292da2a790a554c465cc53f5d0a62d5861d54791f447f9c9","2021-03-02 00:00:00.000"
"64031","7","10.0","10.00","1614679195","3d5d129aef30fb857a64bab5ddb3eab8ce42e0c3a125ba17fd3c2d1791d9c2cf","2021-03-02 00:00:00.000"
"63575","3","12.0","12.00","1614557299","5689900b595a6fc5801c48eba796f437e559aa0de144dd2e0ceb81af389fd6bf","2021-03-01 00:00:00.000"
"64694","5","6.0","6.00","1614863099","28fc44f19a0a45d59f8e28b6d0d0cd3f3056cd10001eca0e57ccc8f0c28f39f8","2021-03-04 00:00:00.000"
"65016","10","10.0","10.00","1614985622","25e0a04e8566f5c40787efb5a517465a45bca1519807d4b178a49a3aa4db81c5","2021-03-05 00:00:00.000"
"63982","16","10.0","10.00","1614669255","aad838ef398508b35c0484636fab5226cab9846967a40a19fed4ee04e7208a3a","2021-03-02 00:00:00.000"
"63983","16","30.0","30.00","1614669269","4fbe095e4179b321d2f30b54a435c31aeaa99e0ba2bbf1a1f8c740a8faffab01","2021-03-02 00:00:00.000"
"22870","17","6.0","6.00","1610244312","f709548869b6f9dd4f1e7e270a0899ce3a4945ef4bbff1844a5874337be799b5","2021-01-10 00:00:00.000"
"24548","16","20.0","20.00","1610284396","4390c6e0520641c4b26c396be506bcdcbe0dd609e68d77a0c7e71f16bb5ac7c3","2021-01-10 00:00:00.000"
"31674","3","2.0","2.00","1610966357","1461604beec2080d6bc68b2d8d72c62004806926c2e3297b4ae8b8ec0ab93b52","2021-01-18 00:00:00.000"
"24011","9","10.0","10.00","1610271457","286172fbdb7516e173d746a1fcf5dfec8ea0623cdfe55fab05e614eb5adc0bf2","2021-01-10 00:00:00.000"
"63737","3","13.0","13.00","1614586487","c82424b5d8e0cb98f8c4de1524b4b571cd3938d1285656c09be220ff1b636808","2021-03-01 00:00:00.000"
"64557","18","1.0","1.00","1614835626","4671a6cebf07e25c9e5437135bf0b9d77f756ba8f6c4bc9870fe3ad0e4160dd3","2021-03-04 00:00:00.000"
"64558","2","7.0","7.00","1614835638","680930ac5a994e02c2278139f3ae4d96055d94be9e0318996dd9c6736f2ce19a","2021-03-04 00:00:00.000"
"45765","19","22.0","21.00","1612254207","7c7c95e551e953ddd330e1012471d30ec513932d1fa3238fdfef4b4fa5c062eb","2021-02-02 00:00:00.000"
"45679","2","3.0","3.00","1612248767","cd20f9cd4451c310ac0b61be8159ed72dd984be72318da35356867bce779df18","2021-02-02 00:00:00.000"
"24757","3","40.0","40.00","1610289925","eead3e9200880348d8f5679c330cdef7e3a099df5f1e0daaee6a2a3eae01719a","2021-01-10 00:00:00.000"
"46068","16","5.0","5.00","1612271855","ce580dd617015a2dd12c26b0a0c22a0fd1ac7d53af56d76c8103e68e70391c47","2021-02-02 00:00:00.000"
"63817","10","9.0","9.00","1614600252","f8b249dd7b03191c049da4b969e3ea8d3b8a35454cb554754a8b86369eb2bfe3","2021-03-01 00:00:00.000"
"24871","9","20.0","20.00","1610296639","7018cd39c1cb2fe5e4672a930a95c0e4fef9776b60c3b029190a25e69441b020","2021-01-10 00:00:00.000"
"64647","14","14.0","14.00","1614855273","0e716a69a99115d1d2d3d95e3acccb0e41181638d13542ef4ba34aa73e8eab1e","2021-03-04 00:00:00.000"
"24599","9","20.0","20.00","1610285670","e30185fcc467b49e02176cb70636d71ce3ae0a2bbf9ab8c260c20fe28d14df28","2021-01-10 00:00:00.000"
"63591","15","40.0","40.00","1614562316","f29c514d47ec52ebc9c375596aec4b6ea8598e13190be0dfd0b731d07079cb26","2021-03-01 00:00:00.000"
"63616","9","40.0","40.00","1614568395","3dd7c5c169f0b0fdb5ea7d5928e71141d2e31cf7bafa52c36997cb5d87fe390f","2021-03-01 00:00:00.000"
"64113","19","8.0","8.00","1614692373","459b1759f240b4a9a7f53c143e391f391036fd90f6d4990d0d97c133b400b569","2021-03-02 00:00:00.000"
"64023","3","10.0","10.00","1614678844","fce4b4396947370cce064c327387bff044bbd33b1853b5f7b88f597025cbea17","2021-03-02 00:00:00.000"
"23778","12","30.0","30.00","1610265661","a378fe924fc88ccb2a38d78673d5a785f1a12dd44394c635d6c5a9b68fad7df3","2021-01-10 00:00:00.000"
"24794","2","40.0","40.00","1610290833","f2ef8dcf0ac3eedbd993d0fad4a7346de3e866b78bad048b59b8b4b979f612b6","2021-01-10 00:00:00.000"
"64595","16","1.0","1.00","1614846111","a2427df83e3f593bcaf743dfa7e98acc6a5c9ed59668a346342d6782420d7d7d","2021-03-04 00:00:00.000"
"63590","3","9.0","9.00","1614559889","526e2ae6ef38e671409a042da586a5e70ee69e8cb0868167ac0719e0a3e1faa9","2021-03-01 00:00:00.000"
"54798","18","16.0","16.00","1613182138","e4eb7c0048b8ece021d11720b6902a4499aae7a0efe30f089560da7f4ffd55a2","2021-02-13 00:00:00.000"
"58641","7","14.0","14.00","1613706355","a301aa452925866150c74d6e13fe011bf73b6c0c25e85e97c47c05fce8c3dae9","2021-02-19 00:00:00.000"
"64501","14","6.0","6.00","1614818285","dc78431fe330e0d3440aaa856cbde82050914e51ef0ea50b2e3bc4e2cace2bdb","2021-03-04 00:00:00.000"
"45695","18","4.0","4.00","1612249425","46ffcd4f303a0ad666740b4bddef0a833d7599305e25f42fd707789724d82b46","2021-02-02 00:00:00.000"
"54864","2","10.0","10.00","1613185794","f59236f79cfedb9a5fd399a567a03cd01142c091be612df1b3b05df65512949f","2021-02-13 00:00:00.000"
"64617","3","20.0","20.00","1614849893","c5a6ef494f9a848dce738dba482bffb25d4753f4af9b1c8210d283a2a5dac669","2021-03-04 00:00:00.000"
"64766","12","10.0","10.00","1614912930","89610648c70b3866d31aabf869e4b886bdeed752024b5d506d39b7099340fbda","2021-03-05 00:00:00.000"
"64767","12","40.0","40.00","1614912952","d04228a56ede97937aba7d84242187517357c38dfa569d0d7889897f7a5962e8","2021-03-05 00:00:00.000"
"64139","15","20.0","20.00","1614728263","c32943a2b460d82218684f4e4f51471ca5675c965c4970f0487ab8282149cbb1","2021-03-02 00:00:00.000"
"45716","6","10.0","10.00","1612251146","b175c4ab3e215e9cec68280cc9fed9cbadfed467292cf462c3d5fa224981c984","2021-02-02 00:00:00.000"
"45756","2","1.0","1.00","1612253317","5324afa4fa0368ed5780bf23e459fa7b6627c2c8b2322fadff57c95d24d1ce8c","2021-02-02 00:00:00.000"
"45459","5","12.0","12.00","1612235482","f0e316ba400e030d9e4da5702b1c8b04000e6cc90b70becdb4c62750df5b92fc","2021-02-02 00:00:00.000"
"64826","14","30.0","30.00","1614921382","ddcd8cb7e403534e4d1d12c74fdf8ef9da6990d4f1bdff70159ab4e22845c9aa","2021-03-05 00:00:00.000"
"54921","14","12.0","12.00","1613187497","42230a8b2c9df9fefe35a46102cfcccac8b2aaeeed34142b49a6dbc348b33984","2021-02-13 00:00:00.000"
"54922","18","5.0","5.00","1613187499","0827308cf9a3830b280486e532919fbceb35f9d6ab9dcba3ff87057cfba942e1","2021-02-13 00:00:00.000"
"64596","2","31.0","30.00","1614846123","99cb42db024eabf9f8589bf6ce019fdbcb091a4b0d1f4f8bb73a37b464188dff","2021-03-04 00:00:00.000"
"64597","16","9.0","9.00","1614846124","66a1674831b996f481ad2245907e639dd737c9506c92c678d7764d0b816cdb25","2021-03-04 00:00:00.000"
"54914","11","10.0","10.00","1613187256","6d7e5eab483f07e21f31c4176906dc016b13b712da10d34a7fb18011c740aa52","2021-02-13 00:00:00.000"
"24532","16","1.0","1.00","1610284252","8fcf122207eee686e1d5062f269d0ea26845d0d01aa3a6c20f5262e7a7744c6e","2021-01-10 00:00:00.000"
"63860","15","8.0","8.00","1614606824","7d48f77e81500267fdd9a2f97efe1d4b167707834148ceb89de9de769776b891","2021-03-01 00:00:00.000"
"64717","17","5.0","5.00","1614870513","7ce79d611f2e9a95d64efa8f047bbb43ec6a07edee434b4a8bed310b7cddfca1","2021-03-04 00:00:00.000"
"31297","8","44.0","42.00","1610953494","762ab4feaf092dda288d207a73cd31c46898237ed3c0eedee599ebc695f11866","2021-01-18 00:00:00.000"
"63872","6","10.0","10.00","1614634945","108230bd0b2a123383a86f576b007e5537dd8c22fa31524ed57cf1c5e4209ded","2021-03-01 00:00:00.000"
"64124","2","1.0","1.00","1614695993","71189b9ea91e9d926fcce563a701b35894633819950f65b29443724c34214c15","2021-03-02 00:00:00.000"
"54891","5","20.0","20.00","1613186683","ece90aa17560e3bcdae85703c6be19810c2d2852e8677d563ad5f17f78f60da8","2021-02-13 00:00:00.000"
"65011","5","20.0","20.00","1614958275","ba4c76ee77411c6f494219daf8920260e65933fb5cb184c04d64a1821c225536","2021-03-05 00:00:00.000"
"63599","6","10.0","10.00","1614565743","2acda6b12cf17368e7308a7b44acc907a94911647c1b6f505c78a3936191574f","2021-03-01 00:00:00.000"
"63838","18","16.0","16.00","1614604452","adf5731f417a5b011f6c86774daadbf7ed8567839d05f3a3fdf09ce7db4d1560","2021-03-01 00:00:00.000"
"33473","3","7.0","7.00","1611214367","33c3d472686141550e3dfc5b78f567e92fc05c2e254edb87233bf66a8343bcea","2021-01-21 00:00:00.000"
"64556","6","9.0","9.00","1614835494","3a44fb99b8bf469489499399e34a5489ecec5718e56d4d752dace13a297306a9","2021-03-04 00:00:00.000"
"64963","10","14.0","14.00","1614948762","0c146759352a97b069dc1d6c278abee6245644105a336de9ca70d654307c4963","2021-03-05 00:00:00.000"
"63984","16","10.0","10.00","1614669296","b60ed115b23ce5e639cf43c023e53b345c6fc6b922ebcf6564e2416f1ce0e169","2021-03-02 00:00:00.000"
"58647","6","13.0","13.00","1613722443","1f847aecd66b0243ac4a2e0331309b344592d71aae91c6ac0a329588cc8a2ab7","2021-02-19 00:00:00.000"
"63644","19","30.0","30.00","1614574523","4f95ccc52c4f7f029c719bc4d27c2e16c3a2ea123a178114bff44ad3a01482bf","2021-03-01 00:00:00.000"
"24963","10","16.0","16.00","1610319783","d6ffcb06a6792125254f0eceb1c62e6f00ac1ca5f288e32762b96e1279aa0ddd","2021-01-10 00:00:00.000"
"32210","7","12.0","12.00","1611047952","7264fd11c7378c2d2c8f842fb8c1b6e1dcd292059e6f63438eb0c7e16d0d6382","2021-01-19 00:00:00.000"
"22887","18","20.0","20.00","1610244982","522cf2a5a34e61dd79f2f3544fed15abfce6e31ba451b3859b67073d0b13106b","2021-01-10 00:00:00.000"
"63755","14","10.0","10.00","1614591182","76c8467147306e732793ec7912246e336603674b139511d533295baf0a97911a","2021-03-01 00:00:00.000"
"63757","14","3.0","3.00","1614591268","eacdbe56ceadf9748246d5f07ebaf5d6d0bfd1c195170ae6f1a01163ee2fd475","2021-03-01 00:00:00.000"
"64032","14","20.0","20.00","1614679397","d539d063aa5c3118332391be6819f521423ad678de42042ba1750e5910088266","2021-03-02 00:00:00.000"
"64699","15","1.0","1.00","1614863564","e7b401d3331ba5a549a82aa5d096a77cea465d84b348b5cc8a322cf5e6b57aa8","2021-03-04 00:00:00.000"
"64700","15","7.0","7.00","1614863578","05f2ba441596077f275a8dc6bf0a570e0715eb598bbcaccc50efb0d6da3c8e50","2021-03-04 00:00:00.000"
"64903","8","38.0","37.00","1614935952","ad4788e442da3aca3ea6a4aeefd1fcb1f75f487e7c1c49c3e76413adcf2816aa","2021-03-05 00:00:00.000"
"24035","19","2.0","2.00","1610272134","e0f904eb237c49706148a4225df65dad02d28c537ee51c9d040b763715cb6b28","2021-01-10 00:00:00.000"
"63774","4","5.0","5.00","1614593383","5eacd92896a8ea639b0ab0e85f126b85921eacca265a78542e5c6775750110b9","2021-03-01 00:00:00.000"
"64718","17","9.0","9.00","1614870561","b11ae7f6d4f19001f5bd44bee491027bc48d7bb25df25f447866605b93267fe1","2021-03-04 00:00:00.000"
"24945","15","15.0","15.00","1610316017","bd0f62cf06cb0af399955c5c7daf5d89e2c346d307150a57af0eb38d190216f8","2021-01-10 00:00:00.000"
"64721","12","11.0","11.00","1614874683","ca92d9f790ec85c5950f5274f62efc67b178c976e63d1f919e5e7bea1d43926b","2021-03-04 00:00:00.000"
"45708","11","20.0","20.00","1612250351","cf49063ba14d813a15177903fddd0731abc500f40b5982a1e01ae4cda61e98fa","2021-02-02 00:00:00.000"
"45557","19","9.0","9.00","1612239545","ff277dabfc92483fec1c9494e35b288da0e06a496e18ed5744669a4fa583f077","2021-02-02 00:00:00.000"
"63773","7","13.0","13.00","1614593267","08275370fc049a0416bea3748f4f0bebfb78533d9a1c9e4432cfe65a2aefaf6a","2021-03-01 00:00:00.000"
"63753","14","1.0","1.00","1614590947","bfc756d88886afebc6e4b180274f0bd2a760010a83539c79f4cce28cd0c41e93","2021-03-01 00:00:00.000"
"64753","16","10.0","10.00","1614911911","2440da15cbefb83bbc59bd59c19fcb69fd9d0def1aa5fff3f03b1345aa69d1f1","2021-03-05 00:00:00.000"
"22966","5","20.0","20.00","1610248251","a3bcad1bd05d2b63ca211d3a83166a39cef700ab9877d2fb23a37373a1d96ae7","2021-01-10 00:00:00.000"
"64863","15","2.0","2.00","1614927321","daf9d2a4d6a04641e87bea2bd48b80ef49c226a148e849c5e3fda8e398198e51","2021-03-05 00:00:00.000"
"58643","14","21.0","20.00","1613711768","4487179f1b11d91e99b2f36f239a0bb4ed50bab1706a1dccbc458187ee23d97b","2021-02-19 00:00:00.000"
"63795","3","2.0","2.00","1614595334","632dea998cec77d95e9b3ed352d9f6e33f43235c1d1e436930f209f6fea333d5","2021-03-01 00:00:00.000"
"64782","10","6.0","6.00","1614914533","efece808d39e8982e8484314f9dbf5271d6212da346f461bf10c9262b01d2d97","2021-03-05 00:00:00.000"
"58656","17","6.0","6.00","1613738921","397ef33167e0d1beeec1b7c19049f99536d2e2304e59f73c8a1536106f45c43b","2021-02-19 00:00:00.000"
"64119","19","6.0","6.00","1614694200","96712d6fccb6ba0e2c80d3627297a8d31ec90c986efafe08082df17dd66b47d2","2021-03-02 00:00:00.000"
"64741","5","6.0","6.00","1614908851","9fddbbef195d66e78faba11e5a17bbafec5d720e6cdfff4f3f4b61cc68b62f76","2021-03-05 00:00:00.000"
"63597","6","10.0","10.00","1614565385","93dc8bd0d17950d119d0bc8f0e9487d1fed117b20de442f6cf317e460b570c9f","2021-03-01 00:00:00.000"
"64517","7","10.0","10.00","1614826938","403eaa8ff458af9d98315f9afcea88baf15975e32c392e7594c0b988fd35ef2c","2021-03-04 00:00:00.000"
"63604","14","5.0","5.00","1614566172","d76f90ad32cb4d4ac43ccce13dd4a13f9c943573f0959aa6168713bdefeea82d","2021-03-01 00:00:00.000"
"45596","5","12.0","12.00","1612242511","4e3dab13ff20e96cc380fc1bdb7027fbcb16d37a9b1afa51b895aa65f9547bff","2021-02-02 00:00:00.000"
"64500","19","11.0","11.00","1614818071","af9f4596fb340804bdb9534b04fa960667e660c9e6e7c6784faa5f3c91d8c518","2021-03-04 00:00:00.000"
"24534","16","20.0","20.00","1610284275","d60b4549bd3935953037eb497c8fd0f4fb48439c0f4e29d1ffc1d809d5770a20","2021-01-10 00:00:00.000"
"24535","10","6.0","6.00","1610284276","e5ca94c3d58216f541c9425f914489d587fb2d31b3b8bb5bab00e11ad00c73ac","2021-01-10 00:00:00.000"
"33239","2","1.0","1.00","1611203018","6a1082fc2be450ec167172e00cf3666233c89e925252311774269d368c2b8e2e","2021-01-21 00:00:00.000"
"64780","19","1.0","1.00","1614914509","73ec6502794b6e8c9fdd798e65d9c6dc7b04eb80d0efbeea3fdfb56a6a3b598a","2021-03-05 00:00:00.000"
"23146","15","20.0","20.00","1610252275","a5a82f35fe6c7db36c4a19e376e14bc393ee2f9fe650ad6b8980b56c893b99be","2021-01-10 00:00:00.000"
"45812","6","35.0","35.00","1612256946","6b9014b4eda9b11a578d24c8793eedd2262bb23cae90e79f57f45f7c21e4b113","2021-02-02 00:00:00.000"
"63900","13","5.0","5.00","1614648186","880629e2efb38568cb36e11def2ebf6d8b008eec1afd76c4543c0563311a759a","2021-03-02 00:00:00.000"
"23772","12","6.0","6.00","1610265480","09ce4d94469d3fec03543a3270e29bc36300fef16a5acca0eb19f87f1335e3e9","2021-01-10 00:00:00.000"
"64727","13","14.0","14.00","1614900059","40ee35024ef4222449eb06b4795c88615055a82786cdd9751b2c0d8a0cfb60c1","2021-03-04 00:00:00.000"
"54967","18","2.0","2.00","1613189517","86e242ee509cd58da0810827a97059e3daec5426e8a54f22dde7cd7f8810745e","2021-02-13 00:00:00.000"
"64649","14","22.0","21.00","1614855374","f758a0626e74ce3ceddd0e6fa64d18edeb4701af11c7feb32353d8b5df066c51","2021-03-04 00:00:00.000"
"45831","7","8.0","8.00","1612258309","b3ec22c5fa12f93b0cfb7c9e21787dc1313c493674e91476bf1fc1a733ee1441","2021-02-02 00:00:00.000"
"64532","2","8.0","8.00","1614831921","c8bcf4bd966b6da0513fcba51fa4834a50648b450486321cfd449f8cf29ec628","2021-03-04 00:00:00.000"
"64593","11","20.0","20.00","1614844978","9a2e286211aab219753cebe8b520baa45fafe309e2be18b0031d57220e194017","2021-03-04 00:00:00.000"
"24820","2","40.0","40.00","1610292060","dcca48f9feb13fde84260f8145d0b14124e8f3d4da34418d06963ed15e3cab01","2021-01-10 00:00:00.000"
"64582","18","6.0","6.00","1614842006","6098113b9019098cfdca47cc67ad46f8b5ebab7053c56363bef5b88c5dd72ff6","2021-03-04 00:00:00.000"
"64518","14","30.0","30.00","1614829103","28a458c4efdfa6760ce3514c2e9c0e2ad6abea3445900e0ef9c98aa04064f881","2021-03-04 00:00:00.000"
"63917","19","15.0","15.00","1614652610","40c4b4055985c6dc4f4a523aca6f660c6f9b01de5d7104fd24ee47f140451564","2021-03-02 00:00:00.000"
"63751","15","6.0","6.00","1614588853","17e0186c207b7d5fbd58d2a96e7052dec7ab1d726480caa99b9c5ada5e8e0f1d","2021-03-01 00:00:00.000"
"63635","14","1.0","1.00","1614572487","6e812c68a6d890428aacbc69ddc40bf20e16a2d12d103169b5fe596ea780590a","2021-03-01 00:00:00.000"
"23909","19","20.0","20.00","1610269209","c77a25918167f5812236b426e30933ac42a5dc35745b3b4faa303ad47731952e","2021-01-10 00:00:00.000"
"23224","9","1.0","1.00","1610253767","9f21990fec04012107b6d1658f4d5255c8a67dad4e61665584200f0d6aa7053c","2021-01-10 00:00:00.000"
